@params:A Coarse|A Fine|A Fix Freq|A Fix Freq Mul|A Fix On |A Freq<Vel|A Quantize|Ae Attack|Ae Decay|Ae Init|Ae Loop|Ae Mode|Ae Peak|Ae R < Vel|Ae Release|Ae Retrig|Ae Sustain|Algorithm|B Coarse|B Fine|B Fix Freq|B Fix Freq Mul|B Fix On |B Freq<Vel|B Quantize|Be Attack|Be Decay|Be Init|Be Loop|Be Mode|Be Peak|Be R < Vel|Be Release|Be Retrig|Be Sustain|C Coarse|C Fine|C Fix Freq|C Fix Freq Mul|C Fix On |C Freq<Vel|C Quantize|Ce Attack|Ce Decay|Ce Init|Ce Loop|Ce Mode|Ce Peak|Ce R < Vel|Ce Release|Ce Retrig|Ce Sustain|D Coarse|D Fine|D Fix Freq|D Fix Freq Mul|D Fix On |D Freq<Vel|D Quantize|De Attack|De Decay|De Init|De Loop|De Mode|De Peak|De R < Vel|De Release|De Retrig|De Sustain|Fe A Slope|Fe Amount|Fe Attack|Fe D Slope|Fe Decay|Fe End|Fe Init|Fe Loop|Fe Mode|Fe Peak|Fe R < Vel|Fe R Slope|Fe Release|Fe Retrig|Fe Sustain|Filt < Key|Filt < LFO|Filt < Vel|Filter Circuit - BP/NO/Morph|Filter Circuit - LP/HP|Filter Drive|Filter Freq|Filter Morph|Filter On|Filter Res|Filter Slope|Filter Type|Glide On|Glide Time|LFO < Pe|LFO < Vel|LFO Amt|LFO Amt A|LFO Amt B|LFO Dst B|LFO On|LFO R < K|LFO Range|LFO Rate|LFO Retrigger|LFO Sync|LFO Type|Le Attack|Le Decay|Le End|Le Init|Le Loop|Le Mode|Le Peak|Le R < Vel|Le Release|Le Retrig|Le Sustain|Osc-A < LFO|Osc-A < Pe|Osc-A Feedb|Osc-A Lev < Key|Osc-A Lev < Vel|Osc-A Level|Osc-A On|Osc-A Phase|Osc-A Retrig|Osc-A Wave|Osc-B < LFO|Osc-B < Pe|Osc-B Feedb|Osc-B Lev < Key|Osc-B Lev < Vel|Osc-B Level|Osc-B On|Osc-B Phase|Osc-B Retrig|Osc-B Wave|Osc-C < LFO|Osc-C < Pe|Osc-C Feedb|Osc-C Lev < Key|Osc-C Lev < Vel|Osc-C Level|Osc-C On|Osc-C Phase|Osc-C Retrig|Osc-C Wave|Osc-D < LFO|Osc-D < Pe|Osc-D Feedb|Osc-D Lev < Key|Osc-D Lev < Vel|Osc-D Level|Osc-D On|Osc-D Phase|Osc-D Retrig|Osc-D Wave|PB Range|Pan < Key|Pan < Rnd|Panorama|Pe A Slope|Pe Amount|Pe Amt A|Pe Amt B|Pe Attack|Pe D Slope|Pe Decay|Pe Dst B|Pe End|Pe Init|Pe Loop|Pe Mode|Pe On|Pe Peak|Pe R < Vel|Pe R Slope|Pe Release|Pe Retrig|Pe Sustain|Shaper Drive|Shaper Mix|Shaper Type|Spread|Time|Time < Key|Tone|Transpose|Volume
Filtered Style Pad:1.0|1.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.625|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.7734375|3.0|1.0|10.0|2.0|5.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.5681818127632141|0.0|0.5397940278053284|0.0|1.0|0.0|0.59375|3.0|0.5517241358757019|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.5390625|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|1.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|0.0|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|100.0|0.25|4.0|0.5279121994972229|0.0|0.671875|0.5397940278053284|0.0|1.0|0.0|0.5079365372657776|0.35557058453559875|3.0|0.0|0.0|1.0|24.0|0.0|4.0|0.0|0.5079365372657776|0.0|1.0|0.7341269850730896|0.0|0.0|0.0|0.5397940278053284|1.0|0.0|0.5396825671195984|100.0|100.0|0.0|1.0|0.0|0.0|89.296875|1.0|3.0|0.0|0.9318181872367859|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.7421875|3.0|1.0|0.0|1.0|0.0|0.0|0.0|0.9444444179534912|1.0|0.0|1.0|10.0|0.0|1.0|0.0|0.0|0.0|0.7698412537574768|0.0|0.0|1.0|11.0|0.0|1.0|0.0|0.0|0.0|0.3492063581943512|1.0|0.0|1.0|21.0|0.0|1.0|0.0|0.0|0.0|0.6507936716079712|1.0|0.0|1.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.5795454382896423|0.0|0.0|-36.0|0.5397940278053284|0.0|1.0|-39.0|0.0|1.0|0.35557058453559875|3.0|-43.0|0.0|100.0|0.0|64.0|0.0|0.0|0.2734375|0.0|0.3671875
Filterless Sweep Lead:0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0294698427060212e-07|7.0|1.0|3.0|0.4345879852771759|4.0|0.0|0.0|0.0|0.7954545617103577|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|0.0|6.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|1.0|5.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.6136363744735718|0.8863636255264282|1.0|0.5397940278053284|0.0|1.0294698427060212e-07|0.0|0.35557055473327637|3.0|1.0|4.0|0.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.43793073296546936|0.35557055473327637|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.43793073296546936|0.0|0.0|0.0|1.0|4.0|0.0|0.5397940278053284|1.0|0.0|0.25|100.0|100.0|0.0|0.0|0.0|0.0|64.0|1.0|3.0|0.0|0.0|0.581428050994873|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|18.0|0.0|0.0|1.0|1.0|48.0|0.0|0.0|0.8650793433189392|1.0|26.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|15.0|0.0|0.0|1.0|1.0|100.0|0.0|0.0|0.7936508059501648|1.0|2.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|1.0|100.0|100.0|0.0|1.0|0.2109375|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|48.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|1.0|12.0|0.4285714328289032
Fizzling Pad:1.0|0.0|0.4345880150794983|4.0|0.0|28.125|1.0|0.949999988079071|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|0.4399999976158142|0.0|0.800000011920929|7.0|1.0|7.0|1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.675000011920929|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|0.7799999713897705|0.0|0.800000011920929|3.0|1.0|1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.4749999940395355|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|0.7599999904632568|0.0|0.800000011920929|3.0|1.0|1.0|0.0|0.7559055089950562|5.0|1.0|0.0|1.0|0.0|0.8913043737411499|1.0294698427060212e-07|0.5397940278053284|3.0|1.0|0.0|0.800000011920929|3.0|0.2586206793785095|4.0|100.0|1.0|0.0|0.8199194073677063|0.0|0.0|0.5546875|0.0|0.9800000190734863|0.0|0.6613134741783142|0.7421875|3.0|0.4000000059604645|0.0|0.0|0.0|0.0|0.0|0.0|0.6613134741783142|0.0|1.0|0.4318181872367859|0.0|4.0|0.0|0.6015625|1.0|0.0|0.5|100.0|100.0|0.0|1.0|0.0|0.0|10.0|1.0|3.0|0.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|21.0|0.0|0.4881889820098877|1.0|0.0|1.0|3.0|0.0|1.0|0.0|0.0|0.0|0.8661417365074158|1.0|0.0|1.0|11.0|0.0|1.0|0.0|0.0|0.0|0.7165354490280151|1.0|0.0|1.0|22.0|1.0|1.0|0.0|0.0|0.0|0.341269850730896|1.0|0.0|1.0|22.0|5.0|100.0|50.0|0.0|0.0|0.023622047156095505|100.0|100.0|0.0|1.0|0.5814281105995178|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|12.0|0.0|1.0|0.35557058453559875|3.0|0.0|0.0|100.0|0.0|100.0|0.0|-100.0|0.5600000023841858|0.0|0.7749424576759338
Flute Basic:1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.6485061049461365|0.4530886113643646|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.4375|3.0|0.5999997854232788|7.0|1.0|0.0|0.024000002071261406|3.0|1.0|0.0|1.0|0.35900381207466125|0.9333034753799438|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.65625|3.0|0.8500000238418579|1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.35900381207466125|0.5664726495742798|1.0294698427060212e-07|0.5397940278053284|0.0|0.890625|0.0|0.5|3.0|0.78125|6.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.125|0.54390549659729|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.1796875|3.0|0.6499998569488525|4.0|0.0|0.0|0.0|0.5814281105995178|0.0|0.10000000149011612|0.5397940278053284|0.0|1.0|0.0|0.437930703163147|0.35557058453559875|3.0|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.437930703163147|0.0|0.0|0.0|1.0|4.0|0.0|0.6954242587089539|1.0|0.0|0.2857142686843872|100.0|100.0|0.0|1.0|0.0|1.0|97.53600311279297|1.0|3.0|5.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|11.0|1.0|22.0|0.0|1.0|0.0|0.0|0.0|0.875|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|69.0|0.8828125|1.0|0.0|1.0|19.0|1.0|1.0|25.0|0.0|0.0|0.546875|1.0|0.0|1.0|0.0|5.0|0.0|0.0|0.0|0.0|0.11811023950576782|100.0|100.0|0.0|1.0|0.28634729981422424|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|12.0|0.0|1.0|1.0|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|0.4920634627342224|0.0|0.4920634925365448
Flute Double:0.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.6484375|0.4530886113643646|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.4375|3.0|0.609375|7.0|1.0|0.0|0.20200000703334808|3.0|1.0|0.0|1.0|0.35900381207466125|0.9333034753799438|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.65625|3.0|0.75|1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.5516435503959656|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.5|3.0|1.0|8.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.2578125|0.6798567175865173|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.1796875|3.0|0.828125|4.0|0.0|0.0|0.0|0.5814281105995178|0.0|0.10000000149011612|0.5397940278053284|0.0|1.0|0.0|0.437930703163147|0.35557058453559875|3.0|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.437930703163147|0.0|0.0|0.0|1.0|4.0|0.0|0.6954242587089539|1.0|0.0|0.19841268658638|100.0|100.0|0.0|1.0|0.0|1.0|97.53600311279297|1.0|3.0|5.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|11.0|1.0|22.0|0.0|1.0|0.0|0.0|0.0|0.4803149700164795|1.0|0.0|1.0|0.0|0.0|1.0|0.0|-23.0|0.0|0.8828125|1.0|0.0|1.0|19.0|1.0|1.0|3.0|0.0|10.0|0.34645670652389526|1.0|0.0|1.0|0.0|5.0|0.0|0.0|-0.0625|0.0|0.11811023950576782|100.0|100.0|0.0|1.0|0.28634729981422424|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|12.0|0.0|1.0|1.0|3.0|0.0|0.0|100.0|0.0|21.0|0.0|0.0|0.49000000953674316|0.0|0.5354330539703369
Flute Hard:1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.6484375|0.4318181872367859|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.4375|3.0|0.625|7.0|2.0|5.0|0.024000002071261406|3.0|0.0|0.0|1.0|0.3561643958091736|0.9333034753799438|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.65625|3.0|0.7421875|1.0|8.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.4545454680919647|0.4886363744735718|1.0294698427060212e-07|0.5397940278053284|0.0|0.859375|0.0|0.5|3.0|0.5625|4.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.12328767031431198|0.54390549659729|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.1796875|3.0|0.6440678238868713|4.0|0.0|0.0|0.0|0.5814281105995178|0.0|0.10000000149011612|0.5397940278053284|0.0|1.0|0.0|0.437930703163147|0.35557058453559875|3.0|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.437930703163147|0.0|0.0|0.0|1.0|4.0|0.0|0.6954242587089539|1.0|0.0|0.25590550899505615|100.0|100.0|0.0|1.0|0.0|1.0|97.53600311279297|1.0|3.0|5.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|11.0|1.0|22.0|0.0|1.0|0.0|0.0|0.0|0.3444881737232208|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|68.0|0.890625|1.0|0.0|1.0|11.0|1.0|0.0|0.0|0.0|30.0|0.5078125|1.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|0.14285719394683838|100.0|100.0|0.0|1.0|0.375|0.0|0.0|19.0|0.5397940278053284|0.0|1.0|19.0|0.0|1.0|1.0|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|0.60317462682724|0.0|0.5
Flute Mellow:1.0|0.0|0.2031104862689972|4.0|0.0|0.0|1.0|0.575212299823761|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.42500001192092896|3.0|1.0|7.0|14.0|0.0|0.2031104862689972|4.0|0.0|0.0|1.0|0.0|0.5091136693954468|1.0294698427060212e-07|0.5397940278053284|0.0|0.9800000190734863|0.0|0.6499999761581421|3.0|0.9140625|1.0|0.0|0.2031104862689972|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|0.0|0.2031104862689972|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|4.0|0.0|0.0|0.0|0.5814281105995178|0.0|0.10000000149011612|0.5397940278053284|0.0|1.0|0.0|0.437930703163147|0.35557058453559875|3.0|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.437930703163147|0.0|0.0|0.0|1.0|4.0|0.0|0.6954242587089539|1.0|0.0|0.1587301641702652|100.0|100.0|0.0|1.0|0.0|0.0|100.0|0.0|3.0|0.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|1.0|0.0|0.0|43.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.1792534738779068|1.0|0.0|1.0|20.0|1.0|1.0|0.0|0.0|43.0|1.0294698427060212e-07|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0294698427060212e-07|1.0|0.0|1.0|0.0|5.0|0.0|0.0|0.0|0.0|1.0|100.0|100.0|0.15000000596046448|1.0|0.5731423497200012|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|-1.0|0.0|1.0|0.35557058453559875|3.0|0.0|0.0|100.0|0.0|100.0|0.0|0.0|0.6984126567840576|0.0|0.3828125
Flutter Ambience:31.0|0.0|0.8939999938011169|2.0|1.0|0.0|1.0|0.53125|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|0.8125|0.0|0.609375|3.0|1.0|2.0|18.0|323.0|0.4609375|5.0|0.0|0.0|0.0|0.6796875|0.9140625|0.6484375|0.5397940278053284|0.0|1.0|0.0|0.6640625|3.0|0.5|6.0|17.0|0.5239999890327454|1.0|1.0|100.0|1.0|0.5390625|0.765625|1.0294698427060212e-07|0.5397940278053284|2.0|1.0|0.0|0.5234375|7.0|1.0294698427060212e-07|28.0|48.0|1.0|4.0|1.0|0.0|1.0|0.9296875|0.65625|0.140625|0.5397940278053284|0.0|1.0|0.0|0.828125|14.0|1.0|4.0|-82.0|0.7123287916183472|0.0|0.6484375|0.0|0.0|0.640625|1.0|0.08474576473236084|0.0|0.8015872836112976|0.78125|3.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.8015872836112976|0.0078125|1.0|0.0|1.0|4.0|0.0|0.33000001311302185|1.0|-0.25|0.6460000276565552|100.0|100.0|0.0|1.0|0.0|0.0|72.89800262451172|1.0|0.0|5.0|0.0|0.625|1.0294698427060212e-07|1.0294698427060212e-07|0.90625|2.0|1.0|0.0|0.8828125|5.0|1.0|1.0|0.0|0.0|0.0|0.0|0.4682539701461792|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.8809523582458496|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|71.0|1.0|18.0|0.0|0.0|22.0|0.0|0.0|1.0|1.0|0.0|1.0|16.0|5.0|0.0|0.0|0.0|0.0|1.0|100.0|100.0|0.0|1.0|0.3561643958091736|0.0|0.0|0.0|0.1640625|1.0|1.0|-32.0|0.0|1.0|0.78125|2.0|48.0|0.0|100.0|0.0|0.0|42.0|0.0|0.9047619104385376|48.0|0.9999997615814209
FM Basic Pluck:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.609375|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|18.0|0.5179464817047119|3.0|1.0294698427060212e-07|2.0|3.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.4492166042327881|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|-57.0|0.5179464817047119|3.0|1.0294698427060212e-07|4.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.6875|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.5179464817047119|3.0|1.0294698427060212e-07|3.0|8.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.515625|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.5179464817047119|3.0|0.25196850299835205|4.0|0.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.43793073296546936|0.35557055473327637|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.43793073296546936|0.0|0.0|0.0|1.0|4.0|0.0|0.5397940278053284|1.0|0.0|0.3479999899864197|100.0|100.0|0.0|0.0|0.0|0.0|19.049999237060547|1.0|3.0|0.0|0.5795454382896423|0.0234375037252903|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|0.40625|0.0|0.2265625|3.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|22.0|1.0|1.0|0.0|0.0|0.0|0.3333333432674408|1.0|0.0|1.0|22.0|1.0|1.0|0.0|0.0|0.0|0.261904776096344|1.0|0.0|1.0|22.0|1.0|1.0|0.0|0.0|61.0|0.460317462682724|1.0|0.0|1.0|22.0|5.0|0.0|0.0|0.0|0.0|0.009365200996398926|100.0|100.0|0.578125|1.0|0.581428050994873|0.0|0.0|-4.0|0.5397940278053284|0.0|1.0|0.0|61.0|1.0|0.35557055473327637|3.0|1.0|0.0|100.0|0.0|13.0|57.0|0.0|0.7936508059501648|0.0|0.5
FM Filterless Sweep Lead:1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.3362635374069214|0.27656251192092896|1.0294698427060212e-07|0.5397940278053284|0.0|0.8359375|0.0|0.7153543829917908|3.0|1.0|6.0|1.0|500.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.17045454680919647|0.9318181872367859|1.0294698427060212e-07|0.5397940278053284|4.0|1.0|0.0|0.875|3.0|0.5|0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.7386363744735718|0.8295454382896423|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.7954545617103577|3.0|1.0294698427060212e-07|0.0|0.0|0.609375|2.0|1.0|0.0|1.0|0.0|0.7123287916183472|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|4.0|0.0|0.0|0.0|0.8068181872367859|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.9999999403953552|1.0|3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.9999999403953552|0.0|0.0|0.0|1.0|4.0|0.0|0.6954242587089539|0.0|0.0|0.28200000524520874|100.0|100.0|0.0|1.0|0.0234375|0.0|97.28199768066406|0.0|3.0|0.0|0.8409090638160706|0.7727272510528564|1.0|1.0294698427060212e-07|0.5397940278053284|4.0|1.0|0.0|0.8068181872367859|3.0|0.78125|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|22.0|1.0|0.0|0.0|-24.0|26.0|0.967968761920929|1.0|0.0|1.0|22.0|1.0|0.0|0.0|0.0|41.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4453125|1.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.71875|1.0|100.0|100.0|0.34090909361839294|1.0|0.7632812261581421|22.0|-33.0|-48.0|0.5397940278053284|0.0|1.0|48.0|0.0|1.0|1.0|3.0|6.0|0.0|100.0|0.0|54.0|0.0|0.0|0.6953125|12.0|0.390625
FM Glide Lead:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.6948995590209961|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.14772726595401764|3.0|1.0|0.0|1.0|5.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.011363634839653969|0.8863636255264282|1.0294698427060212e-07|0.5397940278053284|0.0|0.984375|100.0|0.20454545319080353|3.0|1.0|6.0|3.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.8295454382896423|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.4204545319080353|3.0|1.0|8.0|273.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.125|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.25|3.0|1.0294698427060212e-07|4.0|0.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.43793073296546936|0.35557055473327637|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.43793073296546936|0.0|0.0|0.0|1.0|4.0|1.0|0.3937007784843445|1.0|0.0|0.11999999731779099|100.0|100.0|0.0|1.0|0.0|0.0|95.0|1.0|3.0|0.0|0.0|0.581428050994873|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.0|3.0|1.0|1.0|1.0|0.0|0.0|37.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|19.0|37.0|0.32835257053375244|1.0|0.0|1.0|0.0|1.0|1.0|0.0|-15.0|37.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|36.0|62.0|1.0|1.0|0.0|1.0|0.0|2.0|0.0|13.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|0.7716535329818726|0.0|0.6190476417541504
FM Harpsichord Lead:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.6948995590209961|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.5681818127632141|3.0|0.984375|0.0|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.47727271914482117|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.20454545319080353|3.0|1.0|4.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.25|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.4204545319080353|3.0|1.0|8.0|18.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.05681818351149559|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.25|3.0|1.0294698427060212e-07|4.0|0.0|0.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.9450803995132446|0.35557055473327637|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.9450803995132446|0.0|1.0|0.19999995827674866|0.0|4.0|1.0|0.3937007784843445|1.0|0.0|0.25|100.0|100.0|0.0|0.0|0.0|0.0|64.0|1.0|3.0|0.0|0.0|0.581428050994873|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.0|3.0|1.0|0.0|1.0|0.0|11.0|44.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|19.0|44.0|0.7233220338821411|1.0|0.0|1.0|0.0|0.0|1.0|0.0|-15.0|44.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|36.0|62.0|1.0|1.0|0.0|1.0|0.0|2.0|0.0|13.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|0.5952380895614624|0.0|0.453125
